id_companies,id,name_companies
6000,13536,Epsilon Motion Pictures
6001,13536,Franchise Pictures
11112,13536,Brad Grey Pictures
32782,13536,Sea Breeze Productions Inc.
39492,20616,Twentieth Century Fox Film Corporation
24737,20616,Greenestreet Films
51549,20616,Cobalt Media Group
74834,20616,Furthur Films
72503,20616,Forrest Films
13932,79319,Mark Films Ltd.
76566,16806,Twentieth Century Fox Film Corporation
93188,16806,Edgewood Productions
75862,15516,Lobster Enterprises
34758,15516,Sean S. Cunningham Films
10858,15516,The Night Co.
10859,9299,Sogepaq
10860,9299,Las Producciones del Escorpión S.L.
5125,10611,Metro-Goldwyn-Mayer (MGM)
5666,12770,Columbia Pictures
6908,12770,Imagine Entertainment
22466,12770,Revolution Studios
22467,4108,TF1 Films Productions
17980,4108,Current Entertainment
17434,4108,Canal+
10808,4108,EuropaCorp
5763,46466,Procirep
6941,46466,Les Films Alain Sarde
14155,46466,Alexandre Films
5148,46466,Canal+
42301,46466,Filmfour
43916,46466,France 2 Cinéma
7372,46466,Studio Images 5
25203,46466,Conseil Général de l'Indre
6067,9685,United Artists
26212,87481,Xi'an Film Studio
4503,16370,Hollywood Pictures
4504,16370,Touchwood Pacific Partners 1
4505,18913,Touchstone Pictures
71515,18913,Silver Screen Partners IV
55524,18913,Betsy's Wedding
74065,18913,Martin Bregman Productions
13337,14361,Touchwood Pacific Partners 1
13338,14361,Touchstone Pictures
10445,41021,Producers Releasing Corporation (PRC)
29118,18943,Touchstone Pictures
7291,18943,Silver Screen Partners IV
8924,32685,Touchwood Pacific Partners 1
6071,32685,Touchstone Pictures
48583,64079,John Frankenheimer Productions Inc.
29435,64079,Metro-Goldwyn-Mayer (MGM)
29436,18477,Castle Hill Productions
5846,18477,VTC
13937,12262,Blood Relations Co.
13829,33506,Touchstone Pictures
5424,29515,Harbor Productions
87902,41582,New Line Cinema
8509,42633,Paramount Pictures
8511,26680,Zopix Company
26449,34086,Touchstone Pictures
12357,34086,Silver Screen Partners IV
12358,11504,New Line Cinema
23410,23470,New Line Cinema
84456,977,Murnau-Flaherty Productions
20678,233,Orion Pictures Corporation
27279,233,Warner Bros. Home Entertainment Group
27280,19049,Metro-Goldwyn-Mayer (MGM)
20781,5506,The Rank Organisation
20782,5506,Ealing Studios
80169,32961,Ealing Studios
80170,32961,J. Arthur Rank Organisation
9027,32568,The Rank Organisation
2328,32568,Ealing Studios
76166,29698,BBC Films
8928,22244,Society Productions Inc.
3460,22244,Wild Street Pictures
3461,19460,I.N.C.A.A.
11448,19460,Patagonik Film Group
22880,19460,Tornasol Films
5583,19460,JEMPSA
6006,19460,Pol-Ka Producciones
2711,575,Senator Film Produktion
5698,575,Fanes Film
6523,575,Seven Pictures
4738,575,Typhoon
6572,10550,Epsilon Motion Pictures
6573,10550,Franchise Pictures
5885,10550,Dante Entertainment
5886,10550,Chris Lee Productions
13436,10550,SuperMega
1895,10550,MHF Erste Academy Film GmbH & Co. Produktions KG
12051,9034,Fox Searchlight Pictures
12052,9093,Paramount Pictures
12054,9093,Miramax Films
21205,9093,Marty Katz Productions
21229,9093,Jaffilms Inc.
3072,9093,Dune Films
5987,9093,Belhaven Limited
6113,9039,Senator Film Produktion
198,9039,Propaganda Films
329,9039,Colombia Pictures
3829,1958,France 2 Cinéma
21598,1958,Fidélité Productions
21599,1958,Le Studio Canal+
6144,1958,Centre National de la Cinématographie
6145,1958,Gimages 5
6146,1958,Mars Films
39530,23550,R%26C Produzioni
28369,23550,Les Films Balenciaga
75375,68569,Little Bird Films
27482,68569,Werner Herzog Filmproduktion
27484,68569,Tatfilm Produktionsges. mbH
14804,318535,Roxbury Films
74635,11013,Slough Pond
13369,11013,double A Films
5576,129,Studio Ghibli
48778,11529,Touchstone Pictures
88719,10771,DreamWorks SKG
65192,10771,Parkes+MacDonald Image Nation
7911,10771,Blue Train Productions
77268,44635,GreeneStreet Films
6930,31005,Punch Productions
12856,31005,Touchstone Pictures
20856,31005,Hyde Park Entertainment
23002,31005,Reveal Entertainment
13313,31005,Gran Via
23199,50123,First Look Pictures
23200,50123,Starz! Encore Entertainment
2500,2110,Canal Plus
14430,2110,TF1 Films Productions
73258,2110,Tobis
5212,2110,Destiny
16316,2110,EuropaCorp
16776,15173,Big Idea Productions
16777,9533,Universal Pictures
54515,9533,Metro-Goldwyn-Mayer (MGM)
33241,38866,MediaTrade
33242,38866,Equinox Entertainment
33243,38866,Capri Films
33244,4107,Portman Entertainment Group
33245,4107,Bórd Scannán na hÉireann
33248,4107,Hell's Kitchen Films
33249,4107,Granada Television
7706,10575,Miramax Films
25711,10575,Mirage Enterprises
25712,10575,X-Filme Creative Pool
4373,15720,Shoreline Entertainment
11279,15720,Fireworks Pictures
15205,15720,Gold Circle Films
4366,15720,CineSon Entertainment
1761,15720,Pfilmco
13777,15720,TVA International
68940,9260,Section Eight
68941,9260,Pandora Cinema
10625,9260,Gaylord Films
20851,9260,Warner Bros.
24006,9260,H5B5 Media AG
7766,21828,Kennedy Miller Productions
12609,1682,Toho Company
19957,39462,Toho Company
19959,18983,Toho Company
7453,18983,Jewell Enterprises Inc.
7455,41971,Nelson Entertainment
7456,41971,Alive Productions
7457,33831,Black Marble Productions
3555,24348,IRE Productions
71815,24348,Santa Fe Institute for Regional Education
12939,24348,Canon Productions
12940,19140,"Samuel Goldwyn Company, The"
23686,82545,Columbia Pictures
23698,82545,Nelson Entertainment
13310,37606,Renn Productions
71833,37606,Timothy Burrill Productions
71834,11868,Hammer Film Productions
1817,12921,Metro-Goldwyn-Mayer (MGM)
2371,19953,Warner Bros.
19323,53049,Demi-Monde Productions
11009,10772,B.R.C. Produzione S.r.l.
749,10772,Tecisa
50457,77079,Reteitalia
6680,77079,Dania Film
6708,77079,National Cinematografica
10892,77079,Filmes International
61,74899,Paramount Pictures
43872,12719,Paramount Pictures
13359,12719,60/80 Productions
10246,25001,Columbia Pictures Corporation
20110,43438,Two Cities Films
20111,3092,Allied Film Makers
20835,3092,Beaver Films
74197,4989,Columbia Pictures Corporation
2615,12590,Dimension Films
7822,12590,Protozoa Pictures
6007,7501,Lawrence Bender Productions
11860,1809,Kingsgate Films
82779,13768,Walt Disney Pictures
25522,10994,Pandora Filmproduktion
36432,10994,John Wells Productions
3061,10994,Gaylord Films
66913,10994,Warner Bros.
7414,10994,Oleandor Productions
7415,1430,Alliance Atlantis Communications
7417,1430,TiMe Film- und TV-Produktions GmbH
7418,1430,Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG
19776,1430,Dog Eat Dog Films
2927,1430,Iconolatry Productions Inc.
6320,1430,Salter Street Films International
17052,1430,United Broadcasting Inc.
6984,40815,Cecchi Gori Group Tiger Cinematografica
7168,40815,Canal+
11394,40815,Alicéléo
7116,8051,Columbia Pictures
35018,8051,New Line Cinema
73896,8051,Ghoulardi Film Company
7217,70443,France 2 Cinéma
7309,70443,Les Films Alain Sarde
7493,70443,StudioCanal
19579,70443,Vertigo Films
31818,70443,Little Bear
5938,70443,France 3 Cinema
2829,70443,KC Medien
6692,12779,Screen Gems
6693,12779,SKA Films
15553,12779,Codi S.p.a.
6998,15992,Paramount Pictures
70054,15992,Spyglass Entertainment
70055,15992,Touchstone Pictures
68953,1613,Film Council
46567,1613,Alliance Atlantis Communications
4598,1613,The Film Consortium
10649,1613,Focus Films
86980,1613,Momentum Films
10951,1613,National Lottery
22898,1613,Canadian Film or Video Production Tax Credit (CPTC)
3427,1613,Artists Production Group (APG)
80401,1613,Fifty First Films
80402,565,DreamWorks SKG
80403,565,BenderSpink
24094,565,Parkes+MacDonald Image Nation
28199,14112,Sony Pictures Classics
1671,14112,Propaganda Films
1446,14112,Good Machine
8689,15192,The Goatsingers
8690,49872,Tag Entertainment
8691,49872,Broomstick Entertainment
36028,49872,Majestic Film Partners
36029,21925,Miramax Films
14672,21925,Qatsi Productions
14673,21925,IRE Productions
11245,21925,Santa Fe Institute for Regional Education
21153,16646,Ministry of Culture of the Russian Federation
15299,16646,"Hermitage Bridge Studio, The"
6899,16646,State Hermitage Museum
21923,37288,CJ Entertainment
43792,37288,Masulpiri Films
10936,12647,Touchstone Pictures
12158,12477,Bandai Visual
51071,12477,Studio Ghibli
94932,12477,Shinchosha Company
6273,10285,New Line Cinema
4068,10285,Sean S. Cunningham Films
30668,19403,Chartoff-Winkler Productions
75714,19403,Carlino Productions
60600,11009,Paramount Pictures
65873,11009,Robert Stigwood Organization (RSO)
14577,10805,Paramount Pictures
21212,40064,Hammer Film Productions
23731,40064,Terra-Filmkunst
23732,17496,Paramount Pictures
23733,40969,Sandy Howard Productions
23624,40969,Astral Bellevue Pathé
9085,40969,Triple T Productions
18626,76411,Robert Stigwood Organization (RSO)
23679,76411,EMI Films
23681,76411,Butterfly Valley N.Y.
24322,5917,Solar Productions
24323,5917,First Artists
88639,5917,Warner Bros.
78656,33670,Warner Bros.
78657,47942,Warner Bros.
2715,47942,International Cinema
2716,44932,Heritage Enterprises Inc.
11284,44932,World Amusement Partnership #106
11285,15668,Universal Pictures
43382,30709,Metro-Goldwyn-Mayer (MGM)
74992,19429,Columbia Pictures Corporation
15808,19429,Mirage Enterprises
65553,140413,Universal Pictures
41111,11340,Lisa-Film
41112,11340,Derby Cinematografica
64498,42142,Bioskop Film
1928,42142,Sender Freies Berlin (SFB)
12664,11644,Cinema 77
4592,36133,Metro-Goldwyn-Mayer (MGM)
28514,24124,Miramax Films
4853,24124,The Cropsy Venture
33118,34697,Par-Par Productions
34073,8691,Dania Film
86518,8691,National Cinematografica
13045,8691,Medusa Distribuzione
44532,6399,Take 1 Productions
95392,25773,Chosen Film Company
7020,19123,Gaumont International
17094,19123,Fideline Films
18713,19123,Conacite Uno
23791,26560,Universal Pictures
7671,26560,Amblin Entertainment
7288,225,"Zespól Filmowy ""X"""
4175,225,Film Polski
6786,24274,Barclays Mercantile Industrial Finance
6787,33016,PolyGram Filmed Entertainment
5060,33016,Inter Planetary
19104,26444,Golden Harvest Company
21506,26444,Northshore Investments Ltd.
73524,19114,Universal Pictures
73525,17205,City Film
10922,17205,Golan-Globus Productions
10923,17205,The Cannon Group
10924,24740,American Cinema Productions
10925,10863,Kings Road Entertainment
43466,31679,Twentieth Century Fox Film Corporation
256,15900,F.O.D. Productions
257,12237,F.O.D. Productions
5135,15901,F.O.D. Productions
1612,15902,F.O.D. Productions
15383,15902,K-Network
1108,12579,Les Films du Carrosse
1109,12579,TF1 Films Production
3356,85058,Paramount Pictures
84133,23668,Producers Circle
5548,23668,Time-Life Television Productions
62151,70971,Filmways Pictures
29049,70971,Cinema 77
29050,70971,Geria Productions
29051,70971,Florin
29053,25113,Universal Pictures
5711,28893,New World Pictures
7852,11646,The Australian Film Commission
3565,11646,R & R Films
1880,5062,TF1 Films Productions
4747,24634,Universal Pictures
73343,75963,City Film
6743,16124,New Zealand Film Commission
6744,16124,A.M.A. Film
49092,16124,Pork Pie Productions
51901,16124,New Zealand United
2814,16124,New Zealand Railways
17538,16124,New Zealand Motor Corporation
36899,21764,National Film Finance Corporation (NFFC)
20191,21764,Lake Films
5201,21764,Scottish Television (STV)
13481,22435,Europa Film
19045,22435,Sveriges Television (SVT)
9240,22435,Drakfilm
14344,22435,Triangelfilm
58864,22435,AB Ri-Film
15925,42149,Warner Bros.
15926,42149,Orion Pictures Corporation
11785,37936,Columbia Pictures Corporation
29658,37936,Canadian Film Development Corporation (CFDC)
4346,37936,Famous Players
96053,37936,The Birthday Film Company
82128,73247,Universal Pictures
11963,46364,Jupiter Film Productions
66625,27016,Paramount Pictures
64451,27016,Barclays Mercantile Industrial Finance
64452,27016,Red Stripe
23035,35685,London-Cannon Films
18492,35685,Cine Artist Film GmbH
47325,35685,Cine-Source
56447,38665,ITC Entertainment
56448,265,Roxy Film
38204,265,Bayerischer Rundfunk (BR)
8749,265,Rialto Films
7086,265,CIP Filmproduktion GmbH
13920,2264,Westdeutscher Rundfunk (WDR)
18392,2264,Rialto Film
23992,2264,Trio Film
23993,21874,Warner Bros.
20151,21874,The Ladd Company
38582,41394,Warner Bros.
5283,47957,The Legend Lives Company
25125,31407,"Zespol Filmowy ""Perspektywa"""
25126,63443,Columbia Pictures Corporation
41762,22171,Navaron Films
49791,39874,Paramount Pictures
66728,39874,Famous Players Ltd
6484,39874,Canadian Film Development Corporation (CFDC)
6590,39874,Secret Films
6591,25468,The Andre Company
6592,25468,Saga Productions Inc.
5032,19507,Columbia Pictures
5878,42146,Columbia Pictures
26726,17450,SLM Production Group
3452,17450,Metro-Goldwyn-Mayer (MGM)
18010,17450,Hera Productions
13246,47886,Almena Films
22677,47886,Film Ventures International (FVI)
44236,47886,Filmirage
73658,47886,Montoro Productions Ltd.
4452,47886,Fort Films
7529,31646,Brouwersgracht Investments
9058,31646,Chako Film Company
7218,14269,New Line Cinema
7297,41280,Jensen Farley Pictures
23300,41280,Barry & Enright Productions
7059,9645,Village Roadshow Pictures
75282,9645,NPV Entertainment
75283,9645,Dark Castle Entertainment
7704,9645,Warner Bros.
7705,9645,Ghost Ship Films Pty. Ltd.
17097,9012,Paramount Pictures
3485,9012,MTV Films
14757,9012,Dickhouse Productions
15922,9012,Lynch Siderow Productions
19491,13098,Roc-a-fella Films
6652,13098,Dimension Films
7091,13098,Rat Entertainment
5260,13098,Loud Films
3728,13440,Universal Pictures
13622,12454,Les Films Alain Sarde
13690,12454,Thin Man Films
7030,41645,TLA Releasing
6925,1360,Miramax Films
93149,1360,Lions Gate Films
73226,1360,Ventanarosa Productions
13670,1360,Handprint Entertainment
35019,13441,Holedigger Films
8452,13441,Roger Dodger LLC
18888,45767,Christiano Film Group
17034,14626,La Sept-Arte
17035,14626,Tanaïs Productions
83303,14626,S.M. Films
3657,48155,The Associates & Aldrich Company
5748,12208,Columbia Pictures Corporation
9102,12208,Famous Artists Productions
81593,11905,Palace Pictures
81594,11905,Incorporated Television Company (ITC)
81595,1941,Carlyle Productions
81596,26685,Murder Inc.
64423,31918,The Mirisch Corporation
8852,19662,United Artists
8854,19662,Pan Arts
1421,8427,Columbia Pictures Corporation
259,9021,Walt Disney Pictures
11205,9021,Outlaw Productions
67110,9021,Boxing Cat Films
21624,28988,Rai Cinemafiction
14450,28988,Fabrica
7341,28988,Makhmalbaf Productions
12487,13526,StudioCanal
84545,13526,Miracle Pictures
84546,13526,Palomar Pictures (II)
54860,13526,Manifest Film Company
74761,9280,Epsilon Motion Pictures
14554,9280,Quinta Communications
18970,65,Imagine Entertainment
26087,65,Mikona Productions GmbH & Co. KG
26088,10712,Clear Blue Sky Productions
9223,152023,Flatland Pictures
18314,10167,Franchise Pictures
32164,10167,Screen Gems
8873,672,1492 Pictures
17336,672,Heyday films
20419,672,Warner Bros.
21211,16351,Alliance Atlantis Communications
7641,16351,Serendipity Point Films
22042,16351,Ego Film Arts
22043,542,Instituto Mexicano de Cinematografía
22044,542,Alameda Films
22045,542,Cinecolor-México
6669,542,Cinecolor-Argentina
6670,542,Artcam y Fonds Sud Cinéma
94846,36584,Magnolia Pictures
12709,33251,CJ Entertainment
75132,33251,Tube Entertainments
4407,25466,CiBy 2000
13499,25466,El Deseo S.A.
2908,2165,Lions Gate Films
3305,2165,Cinerenta Medienbeteiligungs KG
48456,2165,Pearl Pictures
7304,2165,Still Productions
40020,25037,The Rank Organisation
71334,25037,The Archers
2236,25037,Independent Producers
12408,11617,Argosy Pictures
12409,11617,Republic Pictures
6490,24909,Live Entertainment
19960,24909,StudioCanal
23921,24909,PolyGram Filmed Entertainment
23922,18993,Ameran Films
22375,29229,Cloud Ten Pictures
78057,11880,Carousel Picture Company
78058,11880,The Noel Gay Motion Picture Company
9213,11880,Kismet Entertainment Group
82013,11880,The Victor Film Company
1870,11880,Luxembourg Film Fund
73652,63435,Brut Productions
73653,80849,Filmteknik
91744,80849,Filmhuset AS
14002,80849,Hungarian Filmproduction
2921,1377,Paramount Pictures
5379,2528,CED Productions
5380,2528,Canal+
15057,2528,MK2 Productions
26338,2528,FR3 Films Production
21332,2528,Conseil Régional de Haute Normandie
25953,2528,Le Club des Investisseurs
64891,2528,Credit Lyonnais
618,2528,Conseil Général de l'Eure
10262,12716,Gaumont
7831,12716,TF1 Films Production
6933,12716,CNC
11834,12717,Gaumont
18939,12717,TF1 Films Production
1640,12717,CNC
17537,13888,Columbia Pictures Corporation
25756,13888,Price Entertainment
7373,48524,Orly Films
8955,48524,Ciné Valse
22035,48524,DD Productions
6326,48524,TF1 Films Production
15357,48524,Societé d'Exploitation et de Distribution de Films (SEDIF)
6734,10750,TriStar Pictures
6329,10750,Island World
12682,44247,Graduation
12683,25566,Paramount Pictures
4913,25566,Dino De Laurentiis Company
55874,109962,Metro-Goldwyn-Mayer (MGM)
13695,109962,Jaquet
33995,43089,AVCO Embassy Pictures
12039,43089,Essaness Pictures
7743,43089,Quest
7744,47888,Orion Pictures
71816,47888,IPC Films
89394,47888,Warner Bros.
93897,20472,New World Pictures
38016,9538,AVCO Embassy Pictures
27833,9538,Canadian Film Development Corporation (CFDC)
25577,9538,Filmplan
58550,9538,Victor Solnicki Productions
63568,14664,Warner Bros.
15787,14664,Deliverance Productions
25372,27997,Twentieth Century Fox Film Corporation
12386,49934,Union film
68399,49934,Sutjeska Film
23774,49934,Kinema Sarajevo
23775,49934,TV Sarajevo
23777,49934,SIZ za kinematografiju SR BiH
23778,84735,Warner Bros.
3617,9317,Les Films Christian Fechner
2842,12528,Cinema Group Ventures
2843,12528,Phoenix (II)
5957,47890,Orion Pictures
3068,47890,S & L Films
46234,69014,23 Giugno
93898,21515,Paramount Pictures
93899,42371,Cinema Group Ventures
68340,26325,Metro-Goldwyn-Mayer (MGM)
7278,11524,Mann/Caan Productions
7279,32077,Chartoff-Winkler Productions
7262,36669,Eon Productions
21237,17187,Universal Pictures
81137,10426,New Line Cinema
14407,32625,IFC Productions
11874,8198,Miramax Films
61546,8198,Intermedia Films
5241,8198,Mirage Enterprises
7460,204372,Instituto Nacional de Cine y Artes Audiovisuales (INCAA)
81646,204372,Serene Skylight
22119,204372,Ezeiza Films
40401,64,Vía Digital
65602,64,Good Machine
6265,64,El Deseo S.A.
6266,64,Antena 3 Televisión
6267,13376,Columbia Pictures
7134,13376,Happy Madison Productions
861,13376,Meatball Animation
10883,15074,Paramount Pictures
75317,15074,Extreme Productions
40202,15074,ApolloMedia Distribution
20786,2103,Twentieth Century Fox Film Corporation
95393,2103,Lightstorm Entertainment
14392,9016,Walt Disney Pictures
14393,9016,Walt Disney Feature Animation
14394,16028,Dimension Films
25789,16028,Focus Features
78626,16028,Good Machine
25463,16028,Radar Pictures
25467,27070,Troma Entertainment
21742,5261,Claussen + Wöbke Filmproduktion GmbH
6869,5261,Deutsche Columbia TriStar Filmproduktion
14691,23303,TriStar Pictures
14692,20992,CTB Film Company
6610,66091,Mosfilm
6611,6007,Maipo Film- og TV Produksjon
3179,25239,Cinemagic Pictures
40512,42453,Walt Disney Productions
19671,25284,October Films
3550,25284,Incorporated Television Company (ITC)
21794,7011,Balcor Film Investors
2372,10880,Centropolis Film Productions
13316,10880,Hochschule für Fernsehen und Film (HFF)
20428,10880,Solaris Film
42156,10880,Maran Film
7193,10880,Süddeutscher Rundfunk (SDR)
7595,13945,Sorcerer Productions
17173,14433,Diamond Films
26444,9932,Village Roadshow Pictures
26445,9932,NPV Entertainment
14465,9932,Warner Bros.
4639,9932,Tribeca Productions
94967,9932,Baltimore Spring Creek Pictures
94949,9932,Face Productions
22302,13369,Universal Studios
7912,2757,Beverly Detroit
60754,2757,Propaganda Films
60755,2757,Clinica Estetico
33330,2757,Intermedia
2078,2757,Good Machine
14684,2757,Magnet Productions
21439,7299,Dimension Films
23919,7299,Blue Tulip Productions
19615,32273,Les Films Alain Sarde
67005,32273,TF1 Films Production
5153,32273,Canal+
56398,32273,Little Bear
6461,26356,Les Films Number One
21445,26356,Janus Film und Fernsehen
11792,23990,Opera Film Produzione
18682,4241,CineRocket
5786,37335,Les Films 13
8288,22257,"Zespól Filmowy ""Kadr"""
17298,35343,Nordisk Film
38069,35343,Svensk Filmindustri (SF)
38071,35343,Nordisk Tonefilm
38072,35343,Papphammar Produktion
30031,17360,Paramount
15843,17360,Lorimar
21267,31695,SLM Production Group
21269,31695,Metro-Goldwyn-Mayer (MGM)
39524,76397,Universal Pictures
18507,40952,New Line Cinema
36913,40952,Masada Productions
20388,38849,New World Pictures
20389,71524,Bavaria Film
20390,71524,Gaumont International
7461,71524,Rialto Films
7462,71524,Cerito Films
7464,43279,The Australian Film Commission
7465,43279,Central Motion Pictures
93906,43279,Fauna Productions
94575,29743,Intercapital
8262,41760,Twentieth Century Fox Film Corporation
11216,40219,Katzka
1729,45840,Warner Bros.
51972,16363,Universal Pictures
5972,16363,RKO
17367,22023,Universal Pictures
2692,22023,RKO Pictures
7249,22023,Efer Productions
7717,171,Gaumont
33137,171,Gaumont International
39004,171,Production Marcel Dassault
64744,26639,EMI Films Ltd.
64745,42124,Flower Films
64751,25297,Metro-Goldwyn-Mayer (MGM)
1480,25297,Chai Productions
1481,39274,CBS Theatrical Films
5793,39274,Poncher-Rosen-Beckman Productions
60123,11564,Guerilla High Productions
7694,67772,Sandcastle 5 Productions
8350,67772,Viacom Enterprises
292,4202,P.P. Film Polski
30084,17590,Warner Bros.
58894,20787,Anit Film
668,13497,Fox 2000 Pictures
7316,11852,Happy Madison Productions
18083,11852,Touchstone Pictures
5946,7303,Red Om Films
21995,201,Paramount Pictures
37647,2755,New Line Cinema
78508,2755,Avery Pix
6802,33504,Tesela P.C.
21815,21868,CineEvelyn
3778,65684,Open City Films
3779,65684,ContentFilm
24532,10856,Telecinco
24544,10856,Canal+ España
6531,10856,Sociedad General de Cine (SOGECINE) S.A.
7203,10856,Gestevisión Telecinco S.A.
81930,10856,Tenerife Film Commission
131,99826,Next Wednesday Productions
48001,18602,Company Pictures
6110,121,WingNut Films
8334,121,New Line Cinema
6970,121,The Saul Zaentz Company
7359,25838,China Film Co-Production Corporation
10622,25838,Asian Union Film & Entertainment
6106,25838,Huayi Brothers Advertising
14778,25838,Beijing Zhongbo-Times Film Planning
19246,25838,CMC Xiandai Trade Co.
46563,1429,40 Acres & A Mule Filmworks
13852,1429,Touchstone Pictures
30336,13435,Fox Searchlight Pictures
2082,13435,Mundy Lane Entertainment
7272,3131,Miramax Films
7273,3131,Initial Entertainment Group (IEG)
5181,3131,Alberto Grimaldi Productions
17957,2642,Village Roadshow Pictures
17958,2642,Castle Rock Entertainment
22049,2642,NPV Entertainment
22050,2642,Fortis Films
7263,14317,Paramount Pictures
38010,14317,Nickelodeon Movies
38011,14317,Paramount Animation
22641,11022,Paramount Pictures
5217,11022,Lions Gate Films
26254,11022,Cruise/Wagner Productions
26255,24249,Epic Productions
38616,24249,Producers Representative Organization
38618,24249,Sarliu/Diamant
38619,9491,Lightning Pictures
2902,9491,Metro-Goldwyn-Mayer (MGM)
2951,9491,Vestron Pictures
11937,9491,Precision Films
11939,9491,Mack-Taylor Productions
22105,2149,Metro-Goldwyn-Mayer (MGM)
23714,20139,The Mirisch Corporation
8531,32074,Metro-Goldwyn-Mayer (MGM)
24785,19067,Enigma Productions
11922,53712,Crown International Pictures
11923,25848,United Artists
11925,25848,Batjac Productions
11926,25848,Dear Film Produzione
7270,14931,Orion Pictures
47685,14931,Tristes Tropiques
4863,11317,Columbia Pictures
10838,11317,Imagine Films Entertainment
23441,4032,Columbia Pictures
6725,4032,Imagine Entertainment
6726,8392,Studio Ghibli
4149,8392,Nibariki
5068,8392,Tokuma Japan Communications Co. Ltd.
8591,31804,United Artists
74857,81048,Blood Money Partners LP
94975,81048,Panoramic Pictures
94976,12232,London Film Productions
94977,11706,Paramount Pictures
94978,11706,Ponti-De Laurentiis Cinematografica
94979,42569,The Where's Poppa Company
5831,25720,Portreeve
5832,25720,U.K. Productions Entity
5833,26946,Allied Artists Pictures
5834,26946,Los Altos Productions
5835,16938,Film Funding Ltd. of Canada
5836,16938,Canadian Film Development Corporation (CFDC)
6372,16938,Vision IV
68742,16938,Famous Players
68743,16938,August Films
1105,21143,Allied Artists Pictures
26252,21143,Security Pictures Ltd.
26253,61578,France 2 Cinéma
6264,61578,France 3 Cinéma
73340,61578,Les Films Alain Sarde
4945,61578,Arts Council of England
3306,61578,Why Not Productions
34175,61578,British Screen Productions
74277,61578,Zephyr Films
80020,61578,British Sky Broadcasting (BSkyB)
80021,20424,Edward L. Alperson Productions
14557,4561,Terra-Filmkunst GmbH
14558,4561,S.N. Prodis
16450,4435,Dreamz Unlimited
16584,16993,Columbia Pictures Corporation
7395,16993,Rastar Pictures
28793,21332,Columbia Pictures
41258,640,Kemp Company
86779,640,Splendid Pictures
86780,640,Parkes/MacDonald Productions
23724,10599,Miramax Films
1528,10599,Cecchi Gori Group
2049,10599,Buena Vista International
24143,1574,Miramax Films
28950,1574,Producers Circle
51303,1574,Storyline Entertainment
65129,590,Paramount Pictures
4358,590,Miramax Films
8478,590,Scott Rudin Productions
24853,13560,Film Council
2197,13560,Alliance Atlantis Communications
2198,13560,Pathé Pictures International
5547,13560,AAMPI Inc.
12118,13560,Bioskop Film
22498,13560,Canadian Film or Video Production Tax Credit (CPTC)
22499,13560,H2O Motion Pictures
22500,13560,Aconit Pictures
56010,13560,JAP Films
56011,13560,Natural Nylon II
56012,29339,United Artists Corporation
10969,29339,Hart-Sharp Entertainment
23800,29339,Potboiler Productions
23802,423,Bac Films
23805,423,Canal+Polska
7505,423,Heritage Films
12177,423,Studio Babelsberg
12179,423,Agencja Produkcji Filmowej
3619,423,Beverly Detroit
35439,423,FilmFernsehFonds Bayern
36081,423,Filmboard Berlin-Brandenburg (FBB)
7536,423,Mainstream S.A.
3180,423,R.P. Productions
7436,423,StudioCanal
10430,423,Filmförderungsanstalt (FFA)
55267,423,Canal+
55268,423,Interscope Communications
55269,423,Telewizja Polska (TVP)
49966,423,Runteam
11055,41084,Cardinal Pictures (II)
75555,18773,Planet Productions
75557,16225,Helkon Media AG
1588,16225,Cine Groupe
72927,16225,Das Werk Productions
73983,28679,F.D. Cinematografica
7633,262,Twentieth Century Fox Film Corporation
86625,262,Embassy International Pictures
17550,4912,Miramax Films
95662,4912,Allied Filmmakers
15896,4912,Mad Chance
22683,107693,Gemini Films
22685,107693,Madragoa Filmes
71087,107693,Light Night
71088,23626,Pandora Cinema
6779,23626,Gaylord Films
8962,23626,Parallel Entertainment
18352,12090,Twentieth Century Fox Film Corporation
6567,12090,Robert Simonds Productions
36114,12090,Mediastream Dritte Film GmbH & Co. Beteiligungs KG
19751,44233,mr. kirby productions
4170,35172,Les Films Du Fleuve
68222,35172,Archipel 35
24259,35172,Radio Télévision Belge Francophone (RTBF)
15753,14390,Apostle
7264,14390,Gold Circle Films
47848,14390,Lemon Sky Productions
16449,9582,Metro-Goldwyn-Mayer (MGM)
25901,9582,David Ladd Films
25902,10628,Castle Rock Entertainment
25903,10628,Jerry Bruckheimer Films
48421,10628,Warner Bros.
10561,11078,Columbia Pictures
10562,77633,Columbia Pictures Corporation
4192,77633,China Film Group Corporation (CFGC)
10291,598,O2 Filmes
10292,598,VideoFilmes
10293,598,Wild Bunch
39820,598,Globo filmes
22109,598,Lumiere
67166,598,Hank Levine Film
77942,598,Lereby Productions
31149,15842,Nimbus Film
8463,24711,Rysher Entertainment
21100,43886,RKO Radio Pictures
46221,11222,Road Movies Filmproduktion GmbH
10806,11222,Les Films du Losange
21593,11222,Bavaria Film
62337,11222,Westdeutscher Rundfunk (WDR)
4427,11222,Filmverlag der Autoren
7469,11222,Wim Wenders Productions
6980,13199,Universal Pictures
6981,13199,Olmos Productions
3606,13199,YOY
3607,8073,Orsay Films
16639,26393,Regency Enterprises
17387,26393,Warner Bros.
3734,15278,Universal Pictures
35149,1484,Pantera Film
