id_belongs_to_collection,name_belongs_to_collection,id
320064.0,El pico - Colección,1639
338313.0,Argo Collection,49235
164072.0,Baby Burlesks,106129
386491.0,The Adventures of Mickey Matson Collection,291634
437584.0,The Falls Collection,107743
437439.0,Phobia Collection,415
281882.0,Public Enemy Series,47686
385719.0,The Underdog Knight Collection,65889
305360.0,Lucky Luke (Terence Hill) Collection,11103
324703.0,Overheard Collection,11970
404302.0,Cold War Collection,34941
185627.0,Umizaru Collection,407992
334414.0,Ostwind Filmreihe,8874
385709.0,Tales From The Dark Collection,17991
201545.0,Chinese Boxer Collection,11956
442195.0,All Hallow's Eve Collection,266
456734.0,The Prostitute Trilogy,754
471435.0,Wolf Warriors Collection,37567
334486.0,Detective K Collection,43771
416491.0,Major Korenev Trilogy,124834
120447.0,Naval Cadets Collection,249358
120417.0,The Elusive Revengers Collection,111367
441461.0,Regalo di Natale - Collezione,607
215293.0,The Under-Gifted Collection,18080
415699.0,Devasuram Collection,38225
198921.0,Алиса в стране чудес (Коллекция),17834
195071.0,Adventures of Mowgli,686
115164.0,Hornblower Collection,65046
128123.0,Dark Rising Collection,4421
380170.0,Flying Guillotine Collection,9387
155408.0,Young And Dangerous Collection,10603
131989.0,Recep İvedik Serisi,2142
295852.0,Extralarge Collection,8413
129453.0,Eating Out Series,10336
416942.0,Madeline,20737
312882.0,Pierino - Serie ufficiale,9413
400412.0,Northpole,14585
413935.0,Wizards of Waverly Place Collection,18519
315944.0,Wallander (Rolf Lassgård),49462
192175.0,Fight Back to School Collection,8834
385386.0,Parasyte Collection,9458
473971.0,Daddy's Home Collection,8854
364344.0,"Murder, She Baked Collection",38295
451539.0,The Bridge,22073
154752.0,Legend of the Galactic Heroes Collection,37244
397598.0,Arabian Nights,4961
98448.0,Thou Shalt Laugh Collection,9416
140059.0,We Were Here,26180
385863.0,F.C. De Kampioenen Collectie,17832
245321.0,K3 Collectie,9772
183680.0,OSS 117 The Original Saga,6072
425280.0,Slime City Collection,1669
425880.0,The Cheetah Girls Collection,468
382402.0,Assassination Classroom Collection,32519
297142.0,White Collar Hooligan Collection,108401
216435.0,All for ...,10806
311102.0,Klassefesten (Samling),9433
203029.0,Witchcraft Collection,6623
337957.0,ABCD Collection,2118
444485.0,Death Note Relight,978
219363.0,Prostokvashino Collection,9437
107467.0,Самый лучший фильм - Коллекция,29461
20725.0,Raaz Collection,56651
377491.0,Les Profs,10351
402380.0,Pitbull - Kolekcja,66588
153629.0,Flower & Snake Collection,2649
362722.0,Fimfárum (kolekce),14289
401655.0,Welcome Collection,10155
467457.0,Race Gurram collection,75250
228335.0,Rakht Charitra,20457
257071.0,All Stars Collectie,18355
100415.0,Thumbs! Collection,33657
427113.0,Little Bear,55306
256548.0,Father of Four Collection,68924
401261.0,Hate Story Collection,36434
133676.0,Knerten Collection,2255
380160.0,Die Kirche bleibt im Dorf Collection,28353
245198.0,Feluda Collection,9427
429409.0,Force Collection,172545
466894.0,Teen Titans Collection,17589
469613.0,Los Leguineche - Colección,3597
385250.0,Black Magic Collection,1813
265709.0,00 Schneider Filmreihe,36797
232403.0,Otto Collection,12628
97462.0,Macross Frontier Collection,33344
117354.0,Shin Chan Collection,25099
474013.0,Kolpaçino Serisi,45019
463398.0,Black & White Collection,63437
360346.0,Tarzan (Mike Henry series),62422
122489.0,Billa Collection,782
188577.0,Tognazzi & Vianello Collection,29911
199141.0,Tenchi Muyô Collection,9827
182371.0,Armitage III Collection,1959
145553.0,Slayers - Movie Collection,251481
207415.0,Fatal Fury Collection,8067
201689.0,Karas The Collection,125052
134063.0,Animation Runner Kuromi (OAV collection),45153
452942.0,Megazone 23 Collection,10871
166018.0,M.D. Geist Collection,14398
139450.0,Memories Collection,10890
473840.0,Little Forest Collection,99002
343944.0,Singam Collection,1281
284346.0,Nana Collection,32332
214702.0,Mi Nismo Anđeli Collection,9770
277630.0,CyberTracker Collection,12616
480160.0,All of My Heart Collection,34838
401119.0,Flower Shop Mystery Collection,14905
345865.0,Emmanuelle 2000 Collections (USA),14583
180142.0,Kenji Misumi's Trilogy of the Sword,11975
324909.0,LasseMaja: Samling,4995
87251.0,The Good Witch Collection,9281
257378.0,Fast Getaway Collection,45928
446792.0,The Bremen Town Musicians (Collection),563
96660.0,Circuitry Man Collection,61337
112369.0,Kung Fu Mahjong Collection,19931
206786.0,Goopy Bagha Trilogy,31535
442237.0,Mikogami Trilogy / Wanderer Jôkichi,10215
293196.0,Big Man Collection,9823
342577.0,Till Luck Do Us Part Collection,37165
374436.0,Waldemar Daninsky Collection,45609
351667.0,Un éléphant ça trompe énormément,38904
459434.0,Sherlock Holmes: The Golden Years Collection,45565
39199.0,Detective Conan Collection,9407
245326.0,The Fjällbacka Murders,4824
478244.0,Spirits' Homecoming Collection,9444
106368.0,Quando le donne avevano la coda,9414
444275.0,Eccezzziunale... veramente Collections,8078
376128.0,Beck - Historien om ett brott,29938
374202.0,Kizumonogatari,11831
102940.0,Break Blade Collection,2895
198987.0,Winnie-the-Pooh (Russian),39177
238448.0,Les Ripoux - Trilogie,19601
415695.0,Nadodikkattu Collection,124606
201932.0,The Nigger Charley Collection,42832
243738.0,The Work and the Glory Collection,22797
477208.0,DC Super Hero Girls Collection,2639
160952.0,Caméra Café,9574
163798.0,Gumball 3000 Collection,10371
256374.0,Zero Woman Collection,489
424842.0,Maigret (Rowan Atkinson) Collection,167738
418326.0,"Signed, Sealed, Delivered",293820
414000.0,Omae Umasou Da na,9714
472917.0,In the Vineyard Collection,102406
347544.0,식객 시리즈,170430
364342.0,Gourmet Detective Collection,8197
413731.0,Nitro Collection,6283
425435.0,Flatland Collection,279698
427627.0,Outlaw Gangster VIP: The Complete Collection,49728
258372.0,Ivan Tsarevich & the Grey Wolf Collection,64562
122123.0,Three Heroes Collection,4233
158814.0,Karlson Collection,191874
429826.0,The Hobgoblin Collection,10217
474015.0,Mandıra Filozofu Serisi,438108
466388.0,Düğün Dernek Collection,597
479971.0,Sağ Salim Serisi,714
429232.0,Vai Que Dá Certo,52537
273099.0,Olsen Banden (Samling),12799
180498.0,Krummerne (Samling),62394
123751.0,Blood Island (Hammer series),9922
367092.0,Tada's Do-It-All Collection,547
98077.0,Der Bockerer Collection,25994
119240.0,The Joys of Torture Series,184
114374.0,Fist of the North Star: The Legends of the True Savior,9746
403161.0,Miles Jupp Standup Collection,9438
132203.0,Alan Davies Collection,115
129626.0,The Pub Landlord Collection,26941
129407.0,John Pinette Collection,27103
473845.0,Midnight Diner Collection,9410
429231.0,Tainá,32302
474022.0,Şevkat Yerimdar Serisi,216794
433140.0,Zipi y Zape - Colección,88863
397382.0,Epoch Collection,154821
363918.0,Aurélie Laflamme Collection,41417
197065.0,DMB Collection,12538
106011.0,Shadow Boxing Collection,586
259308.0,I soliti idioti Collection,2666
288882.0,Bloodfight,46338
473977.0,Çalgı Çengi Collection,54007
131992.0,Eyyvah Eyvah Collection,11258
206857.0,Romantik Komedi [Seri],9490
431791.0,Classmates Collection,9411
440769.0,Minions: 3 Mini-Movie Collection,25719
162782.0,Mommies Collection,9033
298162.0,"All inclusive, или все включено (Коллекция)",11220
415054.0,Облако-рай (Коллекция),21253
297252.0,Not Quite Human Collection,6116
112406.0,The Aum Shinrikyo Collection,9457
315054.0,Dark World Collection,281289
106790.0,Hooked Collection,43911
107478.0,Lovey-Dovey Collection,39424
170416.0,God of Gamblers Collection,44361
478947.0,Psy Collection,11702
137804.0,Никто не знает про секс - Коллекция,2923
122780.0,Параграф 78 - Дилогия,12238
403603.0,La Tour Infernale,11568
349336.0,Macskafogó gyűjtemény,41577
114916.0,Сказки Чуковского,66894
304809.0,Schoolgirl Report Collection,11003
329220.0,Adventures of a ...,10153
285428.0,The Cutlass Collection,49645
267551.0,Aniskin Collection,47112
142686.0,Зимняя Вишня (трилогия),102732
284700.0,Ivan Brovkin Collection,30949
315091.0,Что Творят мужчины! (Коллекция),2898
474012.0,Kocan Kadar Konuş Serisi,9558
463112.0,Hailey Dean Mystery Collection,83593
104774.0,Tomtar och Trolltyg Collection,320011
400500.0,Чебурашка и крокодил Гена,26269
148603.0,Ducobu Collection,11808
152918.0,Mister Blot Collection,6970
200641.0,Red Lotus Collection,47452
